,predict
2998,0
2999,1
3000,1
3001,1
3002,1
3003,0
3004,1
3005,1
3006,0
3007,1
3008,1
3009,1
3010,1
3011,1
3012,1
3013,0
3014,1
3015,0
3016,1
3017,1
3018,0
3019,1
3020,0
3021,1
3022,1
3023,0
3024,0
3025,1
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,1
3033,1
3034,1
3035,1
3036,1
3037,0
3038,0
3039,0
3040,1
3041,0
3042,0
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,1
3052,0
3053,1
3054,1
3055,0
3056,1
3057,1
3058,1
3059,1
3060,1
3061,0
3062,1
3063,0
3064,0
3065,1
3066,1
3067,1
3068,1
3069,1
3070,0
3071,0
3072,1
3073,0
3074,0
3075,0
3076,0
3077,1
3078,1
3079,1
3080,1
3081,0
3082,0
3083,1
3084,1
3085,1
3086,0
3087,1
3088,0
3089,1
3090,1
3091,1
3092,0
3093,1
3094,1
3095,0
3096,0
3097,0
3098,1
3099,0
3100,0
3101,1
3102,0
3103,1
3104,1
3105,1
3106,1
3107,1
3108,0
3109,1
3110,0
3111,0
3112,1
3113,1
3114,0
3115,1
3116,0
3117,0
3118,1
3119,0
3120,1
3121,0
3122,1
3123,0
3124,1
3125,1
3126,1
3127,1
3128,0
3129,0
3130,0
3131,0
3132,1
3133,1
3134,1
3135,0
3136,1
3137,1
3138,0
3139,0
3140,0
3141,1
3142,1
3143,0
3144,1
3145,1
3146,1
3147,0
3148,0
3149,0
3150,0
3151,0
3152,0
3153,1
3154,1
3155,1
3156,0
3157,0
3158,1
3159,0
3160,1
3161,0
3162,0
3163,0
3164,0
3165,0
3166,1
3167,1
3168,0
3169,1
3170,1
3171,0
3172,1
3173,1
3174,0
3175,0
3176,1
3177,0
3178,1
3179,0
3180,0
3181,1
3182,1
3183,0
3184,0
3185,1
3186,0
3187,0
3188,0
3189,1
3190,1
3191,1
3192,0
3193,0
3194,0
3195,1
3196,0
3197,0
3198,0
3199,0
3200,0
3201,0
3202,0
3203,1
3204,1
3205,1
3206,1
3207,0
3208,0
3209,0
3210,1
3211,0
3212,1
3213,1
3214,1
3215,1
3216,0
3217,0
3218,1
3219,0
3220,1
3221,0
3222,1
3223,1
3224,1
3225,1
3226,1
3227,0
3228,0
3229,0
3230,0
3231,0
3232,1
3233,1
3234,1
3235,1
3236,0
3237,1
3238,0
3239,1
3240,0
3241,1
3242,1
3243,1
3244,1
3245,0
3246,0
3247,1
3248,0
3249,0
3250,1
3251,1
3252,0
3253,0
3254,1
3255,1
3256,1
3257,1
3258,0
3259,1
3260,1
3261,1
3262,1
3263,1
3264,0
3265,0
3266,0
3267,0
3268,0
3269,0
3270,0
3271,1
3272,1
3273,1
3274,1
3275,1
3276,1
3277,0
3278,0
3279,1
3280,1
3281,1
3282,0
3283,0
3284,1
3285,1
3286,0
3287,1
3288,0
3289,0
3290,0
3291,1
3292,1
3293,0
3294,1
3295,0
3296,1
3297,1
3298,1
3299,0
3300,0
3301,1
3302,1
3303,1
3304,0
3305,0
3306,0
3307,0
3308,0
3309,1
3310,0
3311,0
3312,1
3313,1
3314,1
3315,0
3316,1
3317,0
3318,0
3319,0
3320,0
3321,1
3322,1
3323,1
3324,0
3325,0
3326,0
3327,1
3328,1
3329,0
3330,0
3331,1
3332,1
3333,1
3334,1
3335,0
3336,0
3337,1
3338,1
3339,0
3340,0
3341,1
3342,1
3343,1
3344,1
3345,0
3346,1
3347,0
3348,1
3349,1
3350,0
3351,1
3352,0
3353,0
3354,1
3355,0
3356,1
3357,1
3358,1
3359,1
3360,0
3361,1
3362,0
3363,1
3364,1
3365,1
3366,1
3367,1
3368,0
3369,0
3370,0
3371,0
3372,1
3373,1
3374,0
3375,0
3376,1
3377,1
3378,1
3379,0
3380,1
3381,1
3382,0
3383,0
3384,1
3385,1
3386,0
3387,1
3388,1
3389,1
3390,1
3391,0
3392,0
3393,0
3394,0
3395,1
3396,1
3397,0
3398,1
3399,0
3400,0
3401,0
3402,1
3403,1
3404,0
3405,0
3406,1
3407,1
3408,0
3409,0
3410,0
3411,1
3412,1
3413,1
3414,0
3415,1
3416,1
3417,0
3418,1
3419,0
3420,0
3421,1
3422,0
3423,1
3424,0
3425,1
3426,0
3427,1
3428,1
3429,0
3430,0
3431,1
3432,1
3433,0
3434,0
3435,0
3436,1
3437,0
3438,1
3439,0
3440,1
3441,0
3442,1
3443,1
3444,0
3445,0
3446,1
3447,0
3448,0
3449,0
3450,0
3451,1
3452,1
3453,0
3454,1
3455,0
3456,1
3457,0
3458,1
3459,0
3460,0
3461,0
3462,0
3463,0
3464,1
3465,0
3466,1
3467,1
3468,1
3469,1
3470,0
3471,0
3472,1
3473,1
3474,0
3475,0
3476,0
3477,1
3478,0
3479,1
3480,1
3481,0
3482,1
3483,1
3484,1
3485,0
3486,0
3487,1
3488,1
3489,0
3490,1
3491,0
3492,1
3493,0
3494,0
3495,1
3496,0
3497,1
3498,1
3499,0
3500,1
3501,0
3502,0
3503,1
3504,1
3505,1
3506,0
3507,0
3508,1
3509,1
3510,0
3511,0
3512,0
3513,0
3514,1
3515,0
3516,1
3517,0
3518,1
3519,1
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,1
3527,0
3528,0
3529,1
3530,1
3531,0
3532,0
3533,0
3534,1
3535,0
3536,0
3537,0
3538,0
3539,1
3540,1
3541,0
3542,1
3543,0
3544,1
3545,1
3546,0
3547,1
3548,1
3549,0
3550,0
3551,0
3552,1
3553,0
3554,1
3555,1
3556,1
3557,0
3558,0
3559,0
3560,1
3561,1
3562,0
3563,0
3564,1
3565,0
3566,0
3567,1
3568,1
3569,0
3570,1
3571,1
3572,0
3573,0
3574,1
3575,1
3576,0
3577,1
3578,1
3579,0
3580,1
3581,1
3582,0
3583,0
3584,0
3585,1
3586,0
3587,0
3588,0
3589,0
3590,1
3591,0
3592,1
3593,0
3594,0
3595,0
3596,1
3597,0
3598,0
3599,0
3600,1
3601,0
3602,1
3603,0
3604,0
3605,1
3606,0
3607,0
3608,1
3609,1
3610,0
3611,1
3612,1
3613,1
3614,1
3615,1
3616,0
3617,1
3618,0
3619,1
3620,1
3621,0
3622,0
3623,0
3624,0
3625,1
3626,1
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,0
3637,1
3638,1
3639,1
3640,0
3641,1
3642,1
3643,0
3644,0
3645,1
3646,1
3647,0
3648,1
3649,1
3650,0
3651,0
3652,1
3653,0
3654,0
3655,1
3656,0
3657,1
3658,0
3659,0
3660,0
3661,1
3662,1
3663,0
3664,1
3665,1
3666,0
3667,1
3668,1
3669,1
3670,0
3671,1
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,1
3679,0
3680,1
3681,0
3682,0
3683,1
3684,1
3685,0
3686,0
3687,1
3688,0
3689,0
3690,0
3691,1
3692,0
3693,1
3694,1
3695,1
3696,1
3697,1
3698,1
3699,0
3700,0
3701,1
3702,1
3703,0
3704,0
3705,1
3706,0
3707,1
3708,0
3709,0
3710,1
3711,0
3712,0
3713,0
3714,0
3715,1
3716,1
3717,0
3718,1
3719,0
3720,0
3721,0
3722,1
3723,0
3724,0
3725,1
3726,0
3727,0
3728,1
3729,1
3730,1
3731,1
3732,0
3733,1
3734,0
3735,1
3736,1
3737,0
3738,0
3739,0
3740,1
3741,0
3742,0
3743,0
3744,1
3745,1
3746,0
3747,0
3748,0
3749,1
3750,1
3751,1
3752,1
3753,0
3754,0
3755,1
3756,1
3757,1
3758,1
3759,0
3760,0
3761,1
3762,0
3763,1
3764,0
3765,0
3766,1
3767,1
3768,1
3769,0
3770,0
3771,0
3772,1
3773,0
3774,0
3775,1
3776,1
3777,0
3778,1
3779,0
3780,0
3781,0
3782,0
3783,1
3784,0
3785,1
3786,0
3787,0
3788,1
3789,1
3790,1
3791,1
3792,0
3793,1
3794,1
3795,1
3796,1
3797,0
3798,0
3799,0
3800,0
3801,0
3802,0
3803,1
3804,0
3805,0
3806,0
3807,0
3808,1
3809,0
3810,0
3811,1
3812,1
3813,1
3814,1
3815,1
3816,0
3817,0
3818,1
3819,0
3820,0
3821,1
3822,1
3823,1
3824,0
3825,0
3826,1
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,0
3834,1
3835,0
3836,1
3837,1
3838,0
3839,1
3840,0
3841,1
3842,1
3843,0
3844,0
3845,0
3846,1
3847,0
3848,1
3849,1
3850,0
3851,1
3852,0
3853,1
3854,0
3855,1
3856,0
3857,0
3858,0
3859,1
3860,0
3861,1
3862,0
3863,1
3864,1
3865,0
3866,0
3867,0
3868,1
3869,1
3870,1
3871,1
3872,0
3873,1
3874,0
3875,1
3876,1
3877,0
3878,1
3879,0
3880,0
3881,1
3882,0
3883,1
3884,1
3885,1
3886,1
3887,1
3888,0
3889,0
3890,0
3891,0
3892,0
3893,1
3894,0
3895,1
3896,0
3897,1
3898,1
3899,0
3900,1
3901,1
3902,0
3903,0
3904,1
3905,1
3906,0
3907,1
3908,1
3909,0
3910,0
3911,1
3912,0
3913,1
3914,1
3915,1
3916,1
3917,1
3918,1
3919,1
3920,0
3921,0
3922,0
3923,1
3924,0
3925,1
3926,1
3927,0
3928,0
3929,1
3930,1
3931,0
3932,1
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,1
3941,0
3942,0
3943,1
3944,1
3945,1
3946,1
3947,1
3948,1
3949,0
3950,1
3951,1
3952,1
3953,0
3954,1
3955,1
3956,1
3957,0
3958,1
3959,1
3960,0
3961,1
3962,0
3963,0
3964,0
3965,0
3966,1
3967,1
3968,0
3969,1
3970,1
3971,0
3972,0
3973,1
3974,1
3975,1
3976,0
3977,0
3978,0
3979,1
3980,1
3981,1
3982,1
3983,1
3984,1
3985,0
3986,1
3987,0
3988,0
3989,0
3990,0
3991,1
3992,1
3993,1
3994,1
3995,0
3996,0
3997,0
3998,0
3999,0
4000,0
4001,0
4002,0
4003,1
4004,0
4005,1
4006,1
4007,1
4008,0
4009,0
4010,1
4011,1
4012,1
4013,1
4014,1
4015,0
4016,0
4017,0
4018,1
4019,0
4020,1
4021,0
4022,1
4023,0
4024,1
4025,0
4026,1
4027,0
4028,0
4029,0
4030,1
4031,0
4032,0
4033,1
4034,1
4035,0
4036,0
4037,1
4038,0
4039,1
4040,0
4041,0
4042,0
4043,0
4044,1
4045,1
4046,0
4047,1
4048,1
4049,0
4050,1
4051,1
4052,1
4053,1
4054,0
4055,0
4056,1
4057,0
4058,0
4059,0
4060,1
4061,0
4062,0
4063,1
4064,0
4065,0
4066,0
4067,0
4068,1
4069,1
4070,0
4071,1
4072,1
4073,0
4074,0
4075,1
4076,0
4077,1
4078,0
4079,1
4080,1
4081,0
4082,0
4083,0
4084,1
4085,0
4086,1
4087,0
4088,0
4089,1
4090,0
4091,0
4092,0
4093,1
4094,1
4095,0
4096,1
4097,1
4098,0
4099,0
4100,1
4101,0
4102,1
4103,0
4104,0
4105,0
4106,0
4107,0
4108,0
4109,1
4110,1
4111,0
4112,1
4113,1
4114,1
4115,1
4116,1
4117,0
4118,1
4119,0
4120,1
4121,1
4122,0
4123,1
4124,0
4125,0
4126,1
4127,1
4128,0
4129,1
4130,1
4131,0
4132,1
4133,1
4134,0
4135,0
4136,1
4137,0
4138,0
4139,0
4140,1
4141,0
4142,1
4143,0
4144,1
4145,1
4146,1
4147,1
4148,1
4149,0
4150,0
4151,0
4152,1
4153,1
4154,0
4155,1
4156,0
4157,1
4158,1
4159,0
4160,1
4161,0
4162,1
4163,0
4164,1
4165,0
4166,1
4167,1
4168,0
4169,1
4170,0
4171,1
4172,0
4173,1
4174,0
4175,0
4176,0
4177,1
4178,1
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,1
4186,1
4187,0
4188,0
4189,0
4190,0
4191,0
4192,1
4193,0
4194,1
4195,1
4196,0
4197,0
4198,1
4199,1
4200,1
4201,1
4202,1
4203,0
4204,1
4205,0
4206,1
4207,1
4208,0
4209,0
4210,0
4211,0
4212,1
4213,0
4214,1
4215,1
4216,1
4217,1
4218,1
4219,1
4220,1
4221,1
4222,1
4223,0
4224,0
4225,1
4226,0
4227,0
4228,1
4229,1
4230,0
4231,1
4232,1
4233,0
4234,1
4235,0
4236,1
4237,1
4238,0
4239,0
4240,0
4241,0
4242,1
4243,1
4244,0
4245,1
4246,1
4247,1
4248,0
4249,0
4250,1
4251,1
4252,1
4253,1
4254,0
4255,0
4256,1
4257,0
4258,1
4259,1
4260,1
4261,0
4262,0
4263,1
4264,1
4265,1
4266,0
4267,1
4268,1
4269,0
4270,1
4271,1
4272,1
4273,0
4274,1
4275,1
4276,0
4277,0
4278,1
4279,1
4280,1
4281,0
4282,0
4283,0
4284,0
4285,0
4286,1
4287,0
4288,1
4289,1
4290,0
4291,1
4292,1
4293,0
4294,0
4295,1
4296,1
4297,1
4298,1
4299,1
4300,0
4301,0
4302,0
4303,1
4304,0
4305,1
4306,1
4307,1
4308,0
4309,0
4310,0
4311,1
4312,1
4313,1
4314,0
4315,1
4316,1
4317,1
4318,1
4319,1
4320,0
4321,0
4322,1
4323,0
4324,1
4325,0
4326,0
4327,0
4328,1
4329,1
4330,1
4331,1
4332,1
4333,1
4334,0
4335,0
4336,0
4337,0
4338,1
4339,1
4340,0
4341,0
4342,1
4343,0
4344,1
4345,1
4346,1
4347,0
4348,0
4349,1
4350,1
4351,1
4352,1
4353,0
4354,0
4355,1
4356,0
4357,1
4358,0
4359,0
4360,1
4361,1
4362,0
4363,1
4364,0
4365,0
4366,1
4367,0
4368,0
4369,1
4370,0
4371,1
4372,0
4373,1
4374,0
4375,1
4376,1
4377,0
4378,0
4379,0
4380,0
4381,1
4382,1
4383,0
4384,0
4385,0
4386,0
4387,1
4388,1
4389,1
4390,0
4391,0
4392,0
4393,1
4394,1
4395,1
4396,1
4397,1
4398,1
4399,0
4400,1
4401,0
4402,0
4403,0
4404,0
4405,0
4406,1
4407,1
4408,1
4409,1
4410,1
4411,0
4412,0
4413,1
4414,0
4415,1
4416,1
4417,0
4418,1
4419,1
4420,0
4421,1
4422,1
4423,1
4424,0
4425,1
4426,0
4427,1
4428,1
4429,1
4430,1
4431,0
4432,0
4433,1
4434,0
4435,1
4436,0
4437,0
4438,1
4439,0
4440,1
4441,1
4442,1
4443,0
4444,1
4445,0
4446,0
4447,0
4448,1
4449,0
4450,0
4451,0
4452,1
4453,1
4454,1
4455,0
4456,1
4457,0
4458,0
4459,1
4460,1
4461,1
4462,1
4463,1
4464,1
4465,0
4466,1
4467,0
4468,0
4469,1
4470,1
4471,1
4472,1
4473,1
4474,1
4475,1
4476,1
4477,1
4478,1
4479,0
4480,1
4481,1
4482,0
4483,1
4484,1
4485,1
4486,0
4487,0
4488,0
4489,0
4490,0
4491,0
4492,0
4493,1
4494,1
4495,1
4496,1
4497,0
4498,1
4499,0
4500,1
4501,0
4502,1
4503,1
4504,0
4505,0
4506,1
4507,0
4508,0
4509,1
4510,1
4511,0
4512,0
4513,1
4514,0
4515,0
4516,0
4517,0
4518,0
4519,0
4520,0
4521,1
4522,1
4523,1
4524,0
4525,1
4526,0
4527,0
4528,1
4529,0
4530,1
4531,1
4532,1
4533,1
4534,0
4535,1
4536,0
4537,0
4538,0
4539,0
4540,1
4541,0
4542,0
4543,1
4544,1
4545,0
4546,0
4547,0
4548,0
4549,1
4550,0
4551,0
4552,0
4553,1
4554,1
4555,1
4556,0
4557,1
4558,1
4559,1
4560,1
4561,0
4562,1
4563,1
4564,1
4565,1
4566,0
4567,0
4568,1
4569,1
4570,0
4571,0
4572,1
4573,0
4574,0
4575,1
4576,0
4577,0
4578,0
4579,0
4580,1
4581,1
4582,1
4583,1
4584,1
4585,1
4586,1
4587,1
4588,1
4589,1
4590,1
4591,1
4592,0
4593,1
4594,1
4595,0
4596,0
4597,0
4598,0
4599,1
4600,1
4601,1
4602,1
4603,0
4604,1
4605,0
4606,0
4607,1
4608,1
4609,1
4610,1
4611,0
4612,1
4613,0
4614,0
4615,1
4616,0
4617,1
4618,1
4619,0
4620,0
4621,0
4622,0
4623,1
4624,0
4625,0
4626,0
4627,1
4628,0
4629,0
4630,0
4631,1
4632,1
4633,0
4634,1
4635,1
4636,0
4637,1
4638,1
4639,1
4640,0
4641,1
4642,1
4643,0
4644,1
4645,1
4646,1
4647,1
4648,1
4649,0
4650,1
4651,1
4652,1
4653,1
4654,0
4655,0
4656,1
4657,1
4658,0
4659,0
4660,1
4661,0
4662,1
4663,1
4664,0
4665,1
4666,0
4667,1
4668,0
4669,0
4670,0
4671,1
4672,1
4673,0
4674,1
4675,1
4676,1
4677,0
4678,1
4679,0
4680,1
4681,1
4682,0
4683,1
4684,1
4685,1
4686,0
4687,0
4688,0
4689,0
4690,0
4691,1
4692,0
4693,1
4694,0
4695,0
4696,0
4697,1
4698,0
4699,0
4700,0
4701,0
4702,0
4703,1
4704,1
4705,0
4706,0
4707,1
4708,1
4709,0
4710,1
4711,0
4712,0
4713,1
4714,0
4715,0
4716,0
4717,1
4718,0
4719,1
4720,1
4721,0
4722,0
4723,0
4724,0
4725,1
4726,0
4727,0
4728,1
4729,0
4730,0
4731,1
4732,1
4733,1
4734,0
4735,0
4736,1
4737,0
4738,1
4739,1
4740,1
4741,0
4742,1
4743,0
4744,0
4745,0
4746,0
4747,0
4748,0
4749,1
4750,0
4751,1
4752,1
4753,0
4754,0
4755,1
4756,0
4757,0
4758,1
4759,0
4760,1
4761,1
4762,0
4763,0
4764,0
4765,1
4766,0
4767,1
4768,1
4769,1
4770,0
4771,1
4772,1
4773,1
4774,0
4775,0
4776,1
4777,1
4778,1
4779,1
4780,1
4781,1
4782,1
4783,0
4784,1
4785,1
4786,1
4787,0
4788,1
4789,1
4790,0
4791,0
4792,0
4793,0
4794,1
4795,1
4796,0
4797,1
4798,1
4799,1
4800,1
4801,0
4802,1
4803,1
4804,0
4805,0
4806,0
4807,1
4808,0
4809,1
4810,1
4811,1
4812,0
4813,0
4814,0
4815,1
4816,0
4817,0
4818,1
4819,0
4820,1
4821,0
4822,0
4823,0
4824,1
4825,1
4826,1
4827,1
4828,0
4829,0
4830,0
4831,0
4832,0
4833,1
4834,0
4835,0
4836,0
4837,1
4838,0
4839,0
4840,0
4841,0
4842,0
4843,1
4844,1
4845,0
4846,0
4847,1
4848,1
4849,0
4850,1
4851,1
4852,1
4853,1
4854,0
4855,1
4856,1
4857,1
4858,1
4859,1
4860,1
4861,1
4862,0
4863,1
4864,0
4865,1
4866,0
4867,0
4868,1
4869,1
4870,1
4871,0
4872,0
4873,0
4874,1
4875,1
4876,1
4877,1
4878,1
4879,0
4880,1
4881,1
4882,0
4883,0
4884,1
4885,1
4886,0
4887,1
4888,1
4889,0
4890,1
4891,1
4892,1
4893,0
4894,1
4895,0
4896,0
4897,0
4898,0
4899,1
4900,1
4901,0
4902,0
4903,0
4904,0
4905,0
4906,1
4907,0
4908,1
4909,0
4910,1
4911,0
4912,0
4913,0
4914,1
4915,0
4916,1
4917,1
4918,0
4919,0
4920,1
4921,0
4922,0
4923,1
4924,0
4925,1
4926,1
4927,0
4928,1
4929,1
4930,0
4931,0
4932,0
4933,1
4934,0
4935,1
4936,0
4937,1
4938,0
4939,0
4940,1
4941,1
4942,0
4943,1
4944,0
4945,0
4946,1
4947,1
4948,0
4949,0
4950,0
4951,1
4952,1
4953,0
4954,1
4955,1
4956,1
4957,0
4958,0
4959,0
4960,1
4961,0
4962,0
4963,1
4964,1
4965,0
4966,1
4967,1
4968,0
4969,0
4970,0
4971,0
4972,1
4973,0
4974,1
4975,1
4976,0
4977,0
4978,1
4979,0
4980,1
4981,0
4982,1
4983,1
4984,0
4985,0
4986,1
4987,0
4988,0
4989,1
4990,0
4991,1
4992,0
4993,1
4994,1
4995,0
4996,0
4997,0
4998,0
4999,0
5000,0
5001,1
5002,1
5003,0
5004,1
5005,1
5006,1
5007,0
5008,1
5009,1
5010,0
5011,0
5012,1
5013,0
5014,0
5015,1
5016,0
5017,0
5018,1
5019,0
5020,1
5021,0
5022,1
5023,0
5024,0
5025,0
5026,1
5027,0
5028,0
5029,1
5030,0
5031,0
5032,1
5033,1
5034,0
5035,1
5036,0
5037,0
5038,1
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5045,0
5046,1
5047,1
5048,1
5049,1
5050,0
5051,0
5052,1
5053,1
5054,0
5055,1
5056,0
5057,0
5058,0
5059,0
5060,0
5061,1
5062,1
5063,1
5064,1
5065,1
5066,1
5067,0
5068,1
5069,0
5070,0
5071,0
5072,1
5073,0
5074,0
5075,1
5076,1
5077,0
5078,0
5079,1
5080,0
5081,1
5082,0
5083,0
5084,0
5085,1
5086,0
5087,1
5088,0
5089,1
5090,0
5091,0
5092,1
5093,0
5094,1
5095,0
5096,0
5097,0
5098,1
5099,0
5100,1
5101,1
5102,0
5103,1
5104,1
5105,1
5106,0
5107,0
5108,0
5109,0
5110,0
5111,1
5112,1
5113,1
5114,1
5115,1
5116,0
5117,0
5118,0
5119,0
5120,0
5121,0
5122,0
5123,0
5124,1
5125,1
5126,0
5127,0
5128,0
5129,1
5130,1
5131,1
5132,0
5133,0
5134,1
5135,1
5136,1
5137,1
5138,1
5139,0
5140,1
5141,1
5142,0
5143,1
5144,0
5145,1
5146,1
5147,0
5148,0
5149,1
5150,0
5151,0
5152,0
5153,0
5154,0
5155,1
5156,1
5157,0
5158,0
5159,0
5160,0
5161,1
5162,1
5163,1
5164,0
5165,1
5166,0
5167,0
5168,0
5169,0
5170,0
5171,1
5172,0
5173,0
5174,0
5175,0
5176,0
5177,1
5178,0
5179,1
5180,1
5181,1
5182,0
5183,1
5184,1
5185,0
5186,1
5187,1
5188,0
5189,1
5190,0
5191,0
5192,1
5193,1
5194,1
5195,0
5196,1
5197,1
5198,1
5199,0
5200,0
5201,0
5202,1
5203,0
5204,0
5205,0
5206,1
5207,0
5208,1
5209,0
5210,0
5211,0
5212,1
5213,0
5214,1
5215,1
5216,0
5217,1
5218,1
5219,1
5220,0
5221,0
5222,0
5223,0
5224,0
5225,0
5226,1
5227,0
5228,0
5229,1
5230,1
5231,0
5232,0
5233,0
5234,0
5235,1
5236,0
5237,0
5238,1
5239,0
5240,1
5241,1
5242,0
5243,0
5244,0
5245,1
5246,1
5247,0
5248,0
5249,1
5250,0
5251,0
5252,1
5253,1
5254,0
5255,0
5256,1
5257,1
5258,1
5259,1
5260,1
5261,0
5262,0
5263,0
5264,0
5265,1
5266,1
5267,1
5268,1
5269,1
5270,0
5271,0
5272,0
5273,1
5274,0
5275,0
5276,1
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,1
5284,0
5285,1
5286,1
5287,1
5288,1
5289,0
5290,1
5291,0
5292,0
5293,1
5294,0
5295,0
5296,1
5297,1
5298,0
5299,1
5300,0
5301,0
5302,0
5303,1
5304,1
5305,0
5306,0
5307,0
5308,0
5309,0
5310,1
5311,1
5312,0
5313,1
5314,1
5315,1
5316,0
5317,0
5318,1
5319,1
5320,1
5321,0
5322,0
5323,0
5324,1
5325,1
5326,1
5327,1
5328,0
5329,1
5330,1
5331,0
5332,1
5333,1
5334,1
5335,0
5336,0
5337,0
5338,0
5339,0
5340,1
5341,1
5342,1
5343,1
5344,0
5345,1
5346,1
5347,0
5348,1
5349,1
5350,0
5351,0
5352,0
5353,0
5354,1
5355,1
5356,1
5357,0
5358,1
5359,1
5360,0
5361,0
5362,1
5363,0
5364,0
5365,1
5366,0
5367,0
5368,1
5369,1
5370,1
5371,1
5372,1
5373,0
5374,0
5375,0
5376,1
5377,1
5378,0
5379,0
5380,0
5381,1
5382,0
5383,1
5384,0
5385,0
5386,0
5387,0
5388,1
5389,0
5390,1
5391,0
5392,1
5393,1
5394,1
5395,1
5396,1
5397,0
5398,0
5399,0
5400,0
5401,1
5402,0
5403,0
5404,1
5405,0
5406,1
5407,0
5408,1
5409,1
5410,1
5411,1
5412,1
5413,1
5414,1
5415,1
5416,1
5417,1
5418,1
5419,0
5420,1
5421,1
5422,1
5423,1
5424,1
5425,1
5426,1
5427,0
5428,1
5429,0
5430,0
5431,1
5432,1
5433,0
5434,0
5435,1
5436,0
5437,0
5438,0
5439,0
5440,1
5441,1
5442,1
5443,1
5444,1
5445,1
5446,1
5447,1
5448,1
5449,0
5450,1
5451,1
5452,1
5453,1
5454,1
5455,0
5456,1
5457,1
5458,0
5459,1
5460,0
5461,0
5462,0
5463,1
5464,0
5465,0
5466,1
5467,0
5468,1
5469,0
5470,1
5471,1
5472,0
5473,1
5474,1
5475,0
5476,1
5477,0
5478,1
5479,1
5480,1
5481,1
5482,1
5483,1
5484,0
5485,1
5486,0
5487,0
5488,1
5489,1
5490,1
5491,0
5492,0
5493,1
5494,0
5495,1
5496,1
5497,0
5498,0
5499,0
5500,1
5501,1
5502,1
5503,1
5504,1
5505,0
5506,1
5507,1
5508,1
5509,0
5510,1
5511,1
5512,0
5513,1
5514,0
5515,1
5516,0
5517,0
5518,1
5519,1
5520,1
5521,1
5522,1
5523,0
5524,1
5525,1
5526,0
5527,1
5528,0
5529,0
5530,1
5531,1
5532,0
5533,0
5534,1
5535,1
5536,0
5537,1
5538,0
5539,1
5540,1
5541,1
5542,0
5543,1
5544,1
5545,0
5546,1
5547,1
5548,0
5549,0
5550,1
5551,1
5552,1
5553,0
5554,1
5555,0
5556,1
5557,1
5558,0
5559,1
5560,0
5561,0
5562,1
5563,0
5564,0
5565,1
5566,0
5567,1
5568,0
5569,0
5570,0
5571,1
5572,0
5573,1
5574,0
5575,1
5576,0
5577,1
5578,1
5579,0
5580,1
5581,1
5582,0
5583,0
5584,0
5585,1
5586,1
5587,0
5588,1
5589,1
5590,0
5591,1
5592,0
5593,0
5594,0
5595,1
5596,0
5597,1
5598,1
5599,0
5600,0
5601,1
5602,0
5603,1
5604,1
5605,0
5606,0
5607,1
5608,0
5609,0
5610,1
5611,0
5612,1
5613,0
5614,1
5615,1
5616,0
5617,0
5618,0
5619,1
5620,0
5621,1
5622,0
5623,1
5624,1
5625,1
5626,1
5627,0
5628,0
5629,1
5630,1
5631,0
5632,1
5633,1
5634,1
5635,1
5636,1
5637,1
5638,1
5639,0
5640,0
5641,0
5642,1
5643,1
5644,0
5645,0
5646,1
5647,0
5648,1
5649,1
5650,1
5651,1
5652,1
5653,0
5654,0
5655,1
5656,1
5657,1
5658,0
5659,0
5660,0
5661,0
5662,0
5663,1
5664,1
5665,0
5666,0
5667,0
5668,1
5669,1
5670,1
5671,0
5672,1
5673,1
5674,0
5675,1
5676,0
5677,1
5678,0
5679,0
5680,0
5681,0
5682,0
5683,0
5684,0
5685,0
5686,0
5687,1
5688,1
5689,0
5690,0
5691,0
5692,0
5693,0
5694,0
5695,0
5696,0
5697,0
5698,0
5699,0
5700,0
5701,0
5702,1
5703,1
5704,0
5705,1
5706,0
5707,0
5708,0
5709,1
5710,0
5711,0
5712,1
5713,0
5714,0
5715,0
5716,1
5717,1
5718,0
5719,1
5720,0
5721,0
5722,0
5723,0
5724,1
5725,0
5726,1
5727,1
5728,1
5729,1
5730,1
5731,1
5732,0
5733,0
5734,1
5735,0
5736,0
5737,1
5738,0
5739,0
5740,0
5741,1
5742,1
5743,1
5744,1
5745,0
5746,0
5747,0
5748,1
5749,0
5750,0
5751,1
5752,0
5753,0
5754,0
5755,0
5756,1
5757,1
5758,0
5759,0
5760,0
5761,1
5762,1
5763,0
5764,0
5765,0
5766,1
5767,1
5768,1
5769,1
5770,1
5771,0
5772,0
5773,1
5774,0
5775,1
5776,1
5777,0
5778,1
5779,1
5780,1
5781,1
5782,1
5783,0
5784,1
5785,0
5786,0
5787,0
5788,1
5789,1
5790,0
5791,1
5792,0
5793,0
5794,0
5795,0
5796,1
